inchi_key,smiles,homo (eV),lumo (eV),vertical_excitation_energy (eV),redox_potential_S0 (eV),redox_potential_S1 (eV),redox_potential_T1 (eV),dipole_moment_S0 (D),dipole_moment_S1 (D),dipole_moment_T1 (D),0-0_S1 (eV),0-0_T1 (eV),ionization_potential (eV)
HWOGKTMDPWAPRT-UHFFFAOYSA-N,FC(c1ccc([nH]1)c1cc2c3cc(c4ccc([nH]4)C(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc([nH]1)C(F)(F)F)cc(c5ccc4)c1ccc([nH]1)C(F)(F)F)(F)F,,,,,,,,,,,,
HWPMBMJFRZYVMY-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(o1)F)c1ccc(o1)F,-6.392226,-3.118969,2.11,1.55,-0.67,-0.44,4.6603,4.6603,8.2694,2.22,1.99,7.46
HWPNYCQVNGQLOG-VXPUYCOJSA-N,Clc1ccc(o1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(o1)Cl,-5.700513,-3.018831,,0.67,,0.53,3.0474,,3.1841,,0.14,6.4
HWVLTAICLALHSQ-OJYNNELHSA-N,C=CO/C=C\c1cc2c3cc(/C=C\OC=C)c4c5c3c(c3c2c2c1cccc2c(c3)/C=C\OC=C)cc(c5ccc4)/C=C\OC=C,-5.178871,-2.469705,,,,,1.78397,,1.83434,,0.23,0.14
HXJRZKWSHMHZJC-UHFFFAOYSA-N,Clc1c[nH]c(c1)c1cc2c3cc(c4[nH]cc(c4)Cl)c4c5c3c(c3c2c2c1cccc2c(c3)c1[nH]cc(c1)Cl)cc(c5ccc4)c1[nH]cc(c1)Cl,-5.329078,-2.554877,,,,,9.2018,,,,,
HXOHUUAUAWGCPJ-UHFFFAOYSA-N,F/N=C/[C@]1(F)N=N1,-8.586008,-2.896652,3.08,3.63,0.42,0.85,2.40734,2.40734,3.60476,3.21,2.78,10.45
HXPFPBLORLYGCU-UHFFFAOYSA-N,Clc1ccc(nc1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc(cn1)Cl,-7.068157,-3.202236,2.53,,,,2.39428,2.39428,8.74437,2.67,2.23,7.96
HYBJDJONYPYWHY-UHFFFAOYSA-N,N#Cc1ccc(n1C)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(n1C)C#N,-5.555748,-2.551067,,,,,11.7705,,,,,
HYEQBOJIIQCKNR-UHFFFAOYSA-N,Sc1c[nH]c(c1)c1cc2c3cc(c4[nH]cc(c4)S)c4c5c3c(c3c2c2c1cccc2c(c3)c1[nH]cc(c1)S)cc(c5ccc4)c1[nH]cc(c1)S,-5.271117,-2.507257,,,,,5.30216,,,,,
HZNVMDNUFYWAFJ-FMQUCBEESA-N,Fc1nnc(nn1)c1ccc(cc1)/N=N/c1ccc(cc1)c1nnc(nn1)F,-7.113872,-3.501017,,1.96,,0.53,0.00042,,0.5166,,1.43,8.03
HZYYQRKDEWPWAH-UHFFFAOYSA-N,N#Cc1cnc(s1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ncc(s1)C#N,-5.648267,-2.924135,,,,,10.11454,,11.10545,,1.14,6.69
HZZWZHSJKXCSCR-UHFFFAOYSA-N,N#Cc1ccc([nH]1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc([nH]1)C#N,-6.574543,-3.241148,,1.84,,-0.2,8.5368,,3.3446,,2.04,7.73
IAHQPZCGJHNNBI-UHFFFAOYSA-N,Clc1cnc(nc1)c1cc2c3cc(c4ncc(cn4)Cl)c4c5c3c(c3c2c2c1cccc2c(c3)c1ncc(cn1)Cl)cc(c5ccc4)c1ncc(cn1)Cl,-5.604729,-2.817195,,,,,0.25761,,,,,
IANVYWJWXOMBIA-ISLYRVAYSA-N,[O-][N+](=O)c1cnc(s1)c1ccc(o1)/N=N/c1ccc(o1)c1ncc(s1)[N+](=O)[O-],-6.436853,-3.897759,,1.56,,0.86,13.96391,,14.95151,,0.7,7.53
ICDUXRSYSFKATC-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ncc(cn1)Cl)c1ncc(cn1)Cl,-7.323944,-3.282509,2.76,2.45,-0.38,-0.08,0.9678,0.9678,3.6064,2.83,2.53,8.24
ICOIWDZGJKXSRU-ZCXUNETKSA-N,Sc1cnc(s1)c1ccc(s1)/N=N\c1ccc(s1)c1ncc(s1)S,-6.043649,-3.251216,,0.9,,0.73,4.9948,,4.51902,,0.17,6.63
ICPPAXMSXHPOPA-FMQUCBEESA-N,O=Cn1c(O)ccc1c1ccc(o1)/N=N/c1ccc(o1)c1ccc(n1C=O)O,,,,,,,,,,,,
ICZJFLQLYLIILS-UHFFFAOYSA-N,[O-][N+](=O)c1csc(n1)[C@@]1(N=N1)[N+](=O)[O-],-8.17947,-3.282781,2.82,3.23,0.15,0.53,4.72207,4.72207,8.23355,3.08,2.7,9.86
IDIACAAPRGOIPY-UHFFFAOYSA-N,FC(c1cnc(o1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ncc(o1)C(F)(F)F)(F)F,-7.384898,-3.416389,2.64,2.44,-0.32,-0.05,2.22322,2.22322,6.44374,2.76,2.49,8.49
IDLQJEHZIBYYDL-UHFFFAOYSA-N,COc1ccc(nc1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(cn1)OC,-5.389215,-2.422357,,,,,7.06217,,7.15388,,1.25,
IDRFWGJWMQMWGC-UHFFFAOYSA-N,FC(Oc1nnc(nn1)c1cc2c3cc(c4nnc(nn4)OC(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1nnc(nn1)OC(F)(F)F)cc(c5ccc4)c1nnc(nn1)OC(F)(F)F)(F)F,,,,,,,,,,,,
IEKUICNEKWZWJF-VXPUYCOJSA-N,C1=CC=C(C1)c1ccc(s1)/N=N\c1ccc(s1)C1=CC=CC1,-5.464862,-2.936653,,0.45,,0.47,8.4168,,0.00051,,-0.02,6.13
IEWIDNXUTWTAAH-PGQPTCQNSA-N,S/N=C\c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1/C=N/S,-5.530714,-2.714064,1.79,0.74,-1.18,-0.43,2.34863,2.34863,2.55487,1.92,1.17,6.39
IFQRVOIWVMQONV-UHFFFAOYSA-N,FC(c1csc(n1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1scc(n1)C(F)(F)F)(F)F,-7.228704,-3.377749,2.53,2.21,-0.45,-0.19,6.6326,6.6326,9.6772,2.66,2.4,8.39
IFWRZSASHGJFJC-DQRAZIAOSA-N,FC1=CC=C(C1)c1ccc(s1)/N=N\c1ccc(s1)C1=CC=C(C1)F,-5.450985,-2.936925,,0.44,,0.47,5.9138,,0.0555,,-0.03,6.19
IFXHXJDJLZHFFE-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(s1)Cl)c1ccc(s1)Cl,-6.514678,-3.181555,2.13,1.73,-0.52,-0.1,1.30597,1.30597,15.64788,2.25,1.83,7.45
IFYHNYKYIHTFJI-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1occ(n1)[N+](=O)[O-])c1occ(n1)[N+](=O)[O-],-7.523676,-3.468363,2.72,2.64,-0.18,0.33,7.11286,7.11286,4.3123,2.82,2.31,8.76
IHEXYFCOUBVFED-QURGRASLSA-N,Oc1ccc(o1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ccc(o1)O,-5.589218,-2.610116,,0.79,,,0.0015,,,,,6.38
IHGRWYYMOVFTTE-UHFFFAOYSA-N,O=Cn1c(C)ccc1[C@]1(C)N=N1,-6.631687,-2.129291,2.19,1.43,-1.05,-0.74,3.08743,3.08743,6.60523,2.48,2.17,7.75
IHNWVLWAGKVUCP-VXPUYCOJSA-N,Clc1cnc(s1)c1ccc(s1)/N=N\c1ccc(s1)c1ncc(s1)Cl,-6.037662,-3.225093,,1.03,,0.85,7.2015,,5.9036,,0.18,6.78
IICZEFZGYNNLFJ-UHFFFAOYSA-N,O=Cn1c(O)ccc1[C@]1(O)N=N1,-6.413996,-2.181265,2.06,1.34,-0.95,,8.73016,8.73016,,2.29,,7.73
IIEZTXLLWBCGON-DQSJHHFOSA-N,FC(c1ccc([nH]1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc([nH]1)C(F)(F)F)(F)F,-5.793304,-2.994069,,0.83,,0.63,3.1326,,2.7848,,0.2,6.65
IJCSEYOIVNTILJ-QURGRASLSA-N,FC(C#Cc1ccc(o1)/N=N/c1ccc(o1)C#CC(F)(F)F)(F)F,-6.540529,-3.397614,,1.58,,,8.78391,,,,,7.69
IJLZCBITTWMRKI-UHFFFAOYSA-N,Oc1ncc([nH]1)[C@]1(O)N=N1,-6.389233,-2.34154,1.97,1.45,-0.7,-0.37,3.39569,3.39569,7.08744,2.15,1.82,7.85
IKBCCGJGTHBTEU-UHFFFAOYSA-N,O/N=C\c1cc2c3cc(/C=N/O)c4c5c3c(c3c2c2c1cccc2c(c3)/C=N/O)cc(c5ccc4)/C=N/O,-5.627859,-2.888489,1.74,,,,4.19711,4.19711,4.14692,1.85,1.04,0.05
ILAFQLIBURJUFD-DQSJHHFOSA-N,FC(c1ccc(n1C)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(n1C)C(F)(F)F)(F)F,-6.068683,-2.824542,,0.82,,0.56,5.13383,,4.53648,,0.26,6.66
ILKIOEHBVFQRGE-FMQUCBEESA-N,Oc1ncc([nH]1)c1ccc(o1)/N=N/c1ccc(o1)c1cnc([nH]1)O,-5.357922,-2.752432,,0.42,,-0.27,1.04777,,1.87507,,0.69,6.15
IMSPJYBXRJETIY-QURGRASLSA-N,N#CC1=CC=C(S1(=O)=O)c1ccc(o1)/N=N/c1ccc(o1)C1=CC=C(S1(=O)=O)C#N,-6.417805,-4.118715,,1.45,,1.09,17.43216,,18.61998,,0.36,7.5
IMTSNTVBEFDMAF-UHFFFAOYSA-N,C#C[C@@H]1N=N1,-7.639324,-2.278409,3.01,2.79,-0.33,0.06,1.90258,1.90258,5.15871,3.12,2.73,9.54
IOHSENADRIONCF-UHFFFAOYSA-N,COc1ccc(s1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc(s1)OC,-6.04637,-3.046859,1.9,1.25,-0.74,-0.53,7.173,7.173,11.8595,1.99,1.78,6.85
IOKYWKUDQSPVNR-OCEACIFDSA-N,FC(C#Cc1ccc(cc1)/N=N/c1ccc(cc1)C#CC(F)(F)F)(F)F,-7.012918,-3.136384,,1.88,,0.81,0.04725,,2.49987,,1.07,8.04
IPAVOGAYBQLHRV-OCEACIFDSA-N,Oc1ccc(nc1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ccc(cn1)O,-6.252088,-2.707805,,1.37,,,0.4789,,,,,6.9
IPYDXCLFBFTWEA-OOHPWFJESA-N,F/N=C\c1ccc(o1)/N=N/c1ccc(o1)/C=N/F,-6.647469,-3.525235,,1.7,,0.87,9.3787,,8.73728,,0.83,7.77
IQRYOYKUAGWOGM-UHFFFAOYSA-N,ClC#Cc1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C#CCl,-5.501054,-2.631885,1.88,0.73,-1.24,-0.45,2.2356,2.2356,2.0715,1.97,1.18,6.35
IRLLACSCVLEIRY-UHFFFAOYSA-N,C1=CC=C(C1)[C@@H]1N=N1,-6.201747,-2.04548,2.11,1.3,-1.03,-0.7,1.78644,1.78644,8.7082,2.33,2,7.79
IRSDVNNMOVAYJK-OCEACIFDSA-N,Clc1ccc(n1C)c1ccc(cc1)/N=N/c1ccc(cc1)c1ccc(n1C)Cl,-5.836298,-2.64413,,1,,,2.87228,,,,,6.56
IRSZHNGCJCBLDT-UHFFFAOYSA-N,N#CC#Cc1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)C#CC#N,-7.729666,-3.567685,2.8,2.82,-0.03,0.36,6.952,6.952,11.231,2.85,2.46,9.06
IRTNPHUIPBTWTQ-UHFFFAOYSA-N,c1ccc(nc1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccccn1,-5.449896,-2.469161,1.92,,,,5.59861,5.59861,5.3601,2.05,1.24,
ISDLZVWFYXYPBO-UHFFFAOYSA-N,O=Cn1c(F)ccc1c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc(n1C=O)F,-6.55359,-3.17312,2.14,1.6,-0.69,-0.27,6.54707,6.54707,12.17276,2.29,1.87,7.56
ITCUDVKJBJDNQX-UHFFFAOYSA-N,O=Cn1c(C#N)ccc1c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(n1C=O)C#N,-5.678744,-2.671886,,,,,16.1963,,,,,
IUEINDDVTYIZKY-FLWNBWAVSA-N,FC(c1cnc(nc1)c1ccc(o1)/N=N\c1ccc(o1)c1ncc(cn1)C(F)(F)F)(F)F,-6.423247,-3.391899,,1.57,,0.67,0.00014,,0.0001,,0.9,7.27
IUYYQAJCTUEFOS-UHFFFAOYSA-N,Clc1cc(Cl)c2c(c1)c1c3cc(Cl)cc(c3c3c4c1c1c2ccc2c1c1c4c(c4c3cccc4)c3c(c1c1c2c(Cl)cc(c1)Cl)cc(cc3Cl)Cl)Cl,,,,,,,,,,,,
IVHABPXNRDSPPZ-UHFFFAOYSA-N,N#Cc1cnc(nc1)[C@]1(C#N)N=N1,-8.371855,-3.044954,3.26,3.47,0.1,0.45,2.72573,2.72573,4.22092,3.37,3.02,10
IWVXIWKJGKSKOI-UHFFFAOYSA-N,Fc1c[nH]c(c1)[C@]1(F)N=N1,-6.614816,-2.612021,2.01,1.7,-0.53,-0.23,3.22068,3.22068,10.01774,2.23,1.93,8.31
IXMJJGOHQIPNAT-UHFFFAOYSA-N,SC1=CC=C(C1)[C@]1(S)N=N1,-5.87385,-2.176639,1.69,0.96,-1.12,-0.83,3.32189,3.32189,12.58654,2.08,1.79,7.31
IYHVQJGOHRYYBE-DQRAZIAOSA-N,[O-][N+](=O)c1ccc(nc1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(cn1)[N+](=O)[O-],-6.3193,-3.554351,,1.23,,1.02,4.7659,,4.231,,0.21,7.25
IYUCRYJFSPZXOM-DQRAZIAOSA-N,Sc1cnc(nc1)c1ccc(s1)/N=N\c1ccc(s1)c1ncc(cn1)S,-6.021335,-3.114071,,1.02,,0.81,9.37815,,7.6805,,0.21,6.59
IYXOXSZWCHRDBJ-UHFFFAOYSA-N,S/N=C/[C@]1(S)N=N1,-6.962577,-2.330927,2.37,2.09,-0.52,-0.28,4.47698,4.47698,8.90755,2.61,2.37,8.59
IYXXEEKGPGPGAH-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ncc(o1)S)c1ncc(o1)S,-6.883936,-3.32768,2.01,,,,3.39126,3.39126,12.979,2.2,2.05,7.51
IZUPOPKWHNKSGK-UHFFFAOYSA-N,Clc1csc(n1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1scc(n1)Cl,-5.552755,-2.720322,1.71,0.72,-1.14,,6.1566,6.1566,,1.86,,6.36
JAFMKOCJXTUWIN-UHFFFAOYSA-N,FC(OC1=CC=C(S1(=O)=O)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C1=CC=C(S1(=O)=O)OC(F)(F)F)(F)F,-5.627859,-2.98264,,,,,2.4605,,,,,
JAGBWEXBDRCGAW-IAZLARGGSA-N,[O-][N+](=O)/C=C/O/C=C\c1cc2c3cc(/C=C\O/C=C\[N+](=O)[O-])c4c5c3c(c3c2c2c1cccc2c(c3)/C=C\O/C=C\[N+](=O)[O-])cc(c5ccc4)/C=C\O/C=C\[N+](=O)[O-],,,,,,,,,,,,
JAQBTIXCPYYNAW-FMQUCBEESA-N,Oc1ccc([nH]1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc([nH]1)O,-5.000092,-2.527393,,0.12,,-0.59,3.73919,,3.76085,,0.71,5.71
JCSOABOKWBYMGA-UHFFFAOYSA-N,SC1(S)N=N1,-7.067613,-2.505624,2.25,2.3,-0.2,0.04,2.5384,2.5384,6.6841,2.5,2.26,9.03
JEYOKIDLPPCNTF-UHFFFAOYSA-N,Fc1ncc([nH]1)[C@]1(F)N=N1,-7.057273,-2.698009,2.22,2.13,-0.29,0.01,2.92471,2.92471,6.49511,2.42,2.12,8.79
JEZGTGLOQNYAGF-UHFFFAOYSA-N,Cc1cnc(o1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ncc(o1)C,-5.450985,-2.647124,1.76,,,,4.17266,4.17266,4.03365,1.88,1.15,
JGEMNRHKZAASNI-UHFFFAOYSA-N,N=Cc1cc2c3cc(C=N)c4c5c3c(c3c2c2c1cccc2c(c3)C=N)cc(c5ccc4)C=N,-5.770446,-2.989715,1.81,0.9,-1.01,-0.2,2.55969,2.55969,2.81681,1.91,1.1,6.72
JGOURJXEELFIQX-UHFFFAOYSA-N,Clc1coc(n1)[C@]1(Cl)N=N1,-7.391973,-2.809576,2.53,2.45,-0.3,-0.02,3.26972,3.26972,9.26119,2.75,2.47,8.93
JHQUYYKLDBYIHC-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1nncnn1)c1nncnn1,-7.255644,-3.497479,1.75,2.41,0.62,-0.04,1.3152,1.3152,1.2348,1.79,2.45,8.24
JHZHVDOOTJQIDG-UHFFFAOYSA-N,FC(c1nnc(nn1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1nnc(nn1)C(F)(F)F)(F)F,-7.637147,-3.694762,1.28,2.63,0.84,1.23,5.07387,5.07387,5.19929,1.79,1.4,8.71
JIXAVVSXBXDPQM-UHFFFAOYSA-N,[O-][N+](=O)c1ncc([nH]1)c1cc2c3cc(c4cnc([nH]4)[N+](=O)[O-])c4c5c3c(c3c2c2c1cccc2c(c3)c1cnc([nH]1)[N+](=O)[O-])cc(c5ccc4)c1cnc([nH]1)[N+](=O)[O-],-5.840924,-3.356524,,,,,1.89808,,,,,
JIYAFZOCKIZJTH-UHFFFAOYSA-N,Oc1ccc(o1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(o1)O,-5.162544,-2.434058,,0.35,,-0.77,1.29018,,1.21612,,1.12,5.87
JJGDOQVCYJJRSB-UHFFFAOYSA-N,N#Cc1ccc(nc1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc(cn1)C#N,-7.380272,-3.323599,2.66,2.49,-0.3,,5.79614,5.79614,,2.79,,8.46
JKNKPGMLFQHMNZ-UHFFFAOYSA-N,N#CC1=CC=C(C1)c1cc2c3cc(C4=CC=C(C4)C#N)c4c5c3c(c3c2c2c1cccc2c(c3)C1=CC=C(C1)C#N)cc(c5ccc4)C1=CC=C(C1)C#N,,,,,,,,,,,,
JKSPOQSFDZEWKR-UHFFFAOYSA-N,N#CC1=CC=C(S1(=O)=O)[C@]1(C#N)N=N1,-8.002052,-3.735579,2.4,3.07,0.41,1.53,6.36505,6.36505,6.18029,2.66,1.54,9.64
JLDWRMXSHHBAPM-IHXWQEJPSA-N,CO/N=C/c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1/C=N/OC,-5.511666,-2.586442,1.9,0.69,-1.32,-0.51,3.19675,3.19675,2.86386,2.01,1.2,6.32
JMIKSFJNGIZWIL-UHFFFAOYSA-N,N#Cc1cnc(nc1)c1cc2c3cc(c4ncc(cn4)C#N)c4c5c3c(c3c2c2c1cccc2c(c3)c1ncc(cn1)C#N)cc(c5ccc4)c1ncc(cn1)C#N,-5.76446,-3.155704,,,,,1.1102,,,,,
JMIPLAQWPSKGSH-UHFFFAOYSA-N,N#Cc1ccc([nH]1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc([nH]1)C#N,-5.450713,-2.569299,,0.69,,,7.97338,,,,,6.46
JMLIKZDAQBXBLD-UHFFFAOYSA-N,N#Cc1ccc(s1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(s1)C#N,-5.539694,-2.691206,,,,,9.26316,,,,,
JMYKMBOJCHIFKY-UHFFFAOYSA-N,COC1=CC=C(C1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C1=CC=C(C1)OC,-4.998187,-2.330111,,,,,4.50913,,,,,
JNAVYPURJQGPHQ-UHFFFAOYSA-N,Sc1ccc([nH]1)[C@]1(S)N=N1,-6.423792,-2.302627,0.93,1.06,-1.03,-0.79,2.46673,2.46673,13.48326,2.09,1.85,7.44
JOJQYXVHYWZOJT-QFZKRXNXSA-N,O/C=C\O/C=C\c1ccc(cc1)/N=N/c1ccc(cc1)/C=C\O/C=C\O,-5.82759,-2.613654,,1.08,,,2.43012,,,,,6.6
JOLFDAPIXAOLBO-UHFFFAOYSA-N,FC(c1ccc(o1)[C@@]1(N=N1)C(F)(F)F)(F)F,-7.426259,-2.861821,2.5,2.53,-0.18,0.12,4.2483,4.2483,7.72496,2.71,2.41,9.12
JOQQYRSJLRPGRG-NBSPDGAISA-N,[O-][N+](=O)/C=C/O/C=C\c1ccc(s1)/N=N\c1ccc(s1)/C=C\O/C=C/[N+](=O)[O-],-6.139977,-2.914067,,,,,8.78009,,15.78531,,-0.13,
JPBFPJMEKZFCBQ-UHFFFAOYSA-N,FC(Oc1cnc(s1)c1cc2c3cc(c4ncc(s4)OC(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ncc(s1)OC(F)(F)F)cc(c5ccc4)c1ncc(s1)OC(F)(F)F)(F)F,-5.728269,-2.95815,,,,,1.90486,,,,,
JPIGCUPCUXNSSH-UHFFFAOYSA-N,[O-][N+](=O)c1coc(n1)[C@@]1(N=N1)[N+](=O)[O-],-8.591178,-3.387817,2.84,3.46,0.29,0.71,4.06802,4.06802,7.5679,3.17,2.75,10.21
JQSOQVADOSMRTR-WCWDXBQESA-N,Fc1cnc(nc1)c1ccc(o1)/N=N/c1ccc(o1)c1ncc(cn1)F,-6.214536,-3.164956,,1.35,,0.45,0,,0,,0.9,6.97
JQTYPAGRIIJCCU-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)C1=CC=C(C1)S)C1=CC=C(C1)S,-5.697248,-3.046859,1.62,1.05,-0.69,-0.48,3.6301,3.6301,10.68032,1.74,1.53,6.68
JRDFDLYCUNHDML-UHFFFAOYSA-N,Oc1ccc(n1C)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(n1C)O,-5.177238,-2.372016,,,,,3.41516,,,,,
JRJFJJWJFLUAJU-UHFFFAOYSA-N,Oc1ccc([nH]1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc([nH]1)O,-5.04363,-2.335009,1.68,,,,3.32897,3.32897,4.91238,1.8,1.13,
JSOYTMOWCXZMMI-UHFFFAOYSA-N,Oc1coc(n1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1occ(n1)O,-5.476291,-2.756785,1.74,0.57,-1.27,-0.55,2.8391,2.8391,2.5103,1.84,1.12,6.26
JSUHZLWWIINXDU-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)C1=CC=C(C1)[N+](=O)[O-])C1=CC=C(C1)[N+](=O)[O-],-6.838493,-3.55544,2.2,1.84,-0.4,-0.13,0.4822,0.4822,3.1663,2.24,1.97,8.04
JTJAODTXIAIKGV-QURGRASLSA-N,Oc1cnc(nc1)c1ccc(o1)/N=N/c1ccc(o1)c1ncc(cn1)O,-5.975076,-3.050668,,1.03,,0.19,5.20218,,5.27936,,0.84,6.6
JTQCJUUHQNOLPB-UHFFFAOYSA-N,COc1csc(n1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1scc(n1)OC,-6.358756,-3.270264,1.98,1.57,-0.56,-0.34,0.31602,0.31602,5.5953,2.13,1.91,7.25
JUJDRNUIBVKKIU-OCEACIFDSA-N,Fc1ccc([nH]1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ccc([nH]1)F,-5.700513,-2.602225,,0.86,,,1.45333,,,,,6.54
JUMBSOFKWVILMC-UHFFFAOYSA-N,Cc1coc(n1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1occ(n1)C,-5.484999,-2.671886,1.77,,,,2.21821,2.21821,2.17867,1.89,1.15,6.18
JUXQBPFUXGVYKT-UHFFFAOYSA-N,Fc1ccc([nH]1)c1cc2c3cc(c4ccc([nH]4)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc([nH]1)F)cc(c5ccc4)c1ccc([nH]1)F,-5.221048,-2.480046,,,,,2.41424,,2.1935,,0.23,
JVIAWTOETIGNIE-UHFFFAOYSA-N,Cc1ccc([nH]1)[C@]1(C)N=N1,-5.925551,-2.034323,1.93,1,-1.12,-0.84,1.24064,1.24064,9.03074,2.12,1.84,7.29
JVKYIKMCUZHPLM-OCEACIFDSA-N,O=Cn1c(C)ccc1c1ccc(cc1)/N=N/c1ccc(cc1)c1ccc(n1C=O)C,-6.050451,-2.745085,,-4.09,,,5.18168,,,,,6.81
JVLVUJZVHYVRIS-UHFFFAOYSA-N,Oc1ccc(nc1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc(cn1)O,-6.66815,-3.115976,2.31,,,,6.80486,6.80486,10.95102,2.46,2.25,7.54
JVZBYQGPMAXYPW-UHFFFAOYSA-N,Cc1ccc(nc1)[C@]1(C)N=N1,-6.971285,-2.15106,2.67,2.01,-0.78,-0.44,3.493,3.493,7.39313,2.79,2.45,8.25
JWKMTUUMZMVCEU-UHFFFAOYSA-N,Oc1cnc(o1)c1cc2c3cc(c4ncc(o4)O)c4c5c3c(c3c2c2c1cccc2c(c3)c1ncc(o1)O)cc(c5ccc4)c1ncc(o1)O,-5.434114,-2.838692,,,,,2.256,,2.8221,,0.25,
JWSPNZSBXWFJQK-UHFFFAOYSA-N,Clc1cnc(s1)c1cc2c3cc(c4ncc(s4)Cl)c4c5c3c(c3c2c2c1cccc2c(c3)c1ncc(s1)Cl)cc(c5ccc4)c1ncc(s1)Cl,,,,,,,,,,,,
JXNPOZCEXHOVEW-QURGRASLSA-N,N#Cc1ccc(o1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(o1)C#N,-5.969089,-3.23625,,1.07,,0.34,0.80483,,0.94275,,0.73,7
JXYBLMIQLNTGAY-ISLYRVAYSA-N,SC1=CC=C(S1(=O)=O)c1ccc(o1)/N=N/c1ccc(o1)C1=CC=C(S1(=O)=O)S,-5.933443,-3.536119,,0.88,,0.47,8.37507,,9.18034,,0.41,6.62
JYSCQQRNTHDPBR-UHFFFAOYSA-N,CC1(C)N=N1,-7.465716,-1.869694,2.91,2.43,-0.56,-0.12,2.94,2.94,4.7728,2.99,2.55,9.15
JYSVEOQXUAPQDZ-DQRAZIAOSA-N,Clc1ccc([nH]1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc([nH]1)Cl,-5.503775,-2.871345,,0.49,,0.33,7.5635,,6.305,,0.16,6.22
